CustomerID,Age,Income,IncomeValue,Channel,Tenure,Frequency,AvgSpend,MonthlySpend,Recency,RFM_Score,CLV,Segment
CUST026945,52,Medium,56135.53,Branch,87,10,277.33,231.11,222,8,914.66,High
CUST026946,62,High,122870.27,App,55,8,426.97,284.65,87,9,1178.16,High
CUST026947,36,Low,23945.88,App,3,7,167.8,97.89,56,7,16.24,Low
CUST026948,38,Low,25785.38,App,61,1,202.6,16.88,39,6,42.54,Low
CUST026949,50,High,91982.23,Branch,7,13,393.69,426.5,23,13,252.89,Medium
CUST026950,40,Low,21123.38,Web,31,2,200.04,33.34,36,6,49.24,Low
CUST026951,23,Low,25302.75,App,54,2,94.47,15.75,22,7,36.98,Low
CUST026952,49,Medium,61839.04,Web,2,9,265.82,199.36,51,9,26.77,Low
CUST026953,39,High,99990.65,App,75,11,413.75,379.27,176,9,1613.1,High
CUST026954,20,Medium,66826.03,Web,68,14,218.42,254.82,16,14,965.82,High
CUST026955,52,Medium,59959.38,App,6,7,281.25,164.06,3,10,70.65,Low
CUST026956,33,Low,27701.6,App,54,2,86.51,14.42,45,6,33.18,Low
CUST026957,59,High,103062.07,App,24,10,413.31,344.43,23,11,683.82,High
CUST026958,42,Medium,53521.03,Web,7,5,236.22,98.42,365,4,49.06,Low
CUST026959,34,High,85017.82,Branch,23,18,396.45,594.67,365,11,1000.55,High
CUST026960,56,Medium,50784.44,App,13,9,211.58,158.68,29,10,133.67,Medium
CUST026961,30,Medium,63416.71,Web,29,9,230.37,172.78,102,8,288.77,Medium
CUST026962,45,Medium,65546.4,App,3,8,295.26,196.84,141,7,42.6,Low
CUST026963,28,Low,25345.09,Web,66,7,106.54,62.15,21,8,166.96,Medium
CUST026964,27,Low,26069.44,App,17,5,76.51,31.88,58,5,29.06,Low
CUST026965,56,Medium,37157.59,Web,3,3,253.63,63.41,11,7,11.7,Low
CUST026966,41,High,99493.31,App,23,14,354.01,413.01,80,13,700.71,High
CUST026967,55,Very High,160658.01,App,44,20,622.5,1037.49,86,13,4384.37,High
CUST026968,41,Medium,61351.69,Web,24,10,189.1,157.58,7,11,243.11,Medium
CUST026969,50,Low,30986.02,Branch,10,5,194.99,81.25,88,6,43.05,Low
CUST026970,34,Very High,167303.9,Branch,33,17,577.25,817.77,90,13,2414.77,High
CUST026971,61,Medium,50100.13,App,6,11,252.34,231.32,10,13,85.31,Low
CUST026972,53,Low,13717.83,Web,5,10,164.13,136.78,4,10,33.18,Low
CUST026973,52,Very High,180991.3,App,19,24,647.12,1294.24,5,15,2783.99,High
CUST026974,23,Low,19564.34,App,1,6,223.0,111.5,197,4,10.0,Low
CUST026975,33,High,104627.08,Branch,15,16,499.59,666.12,141,12,789.26,High
CUST026976,62,Low,28264.02,App,14,9,144.73,108.55,34,9,81.44,Low
CUST026977,45,High,85990.23,Branch,26,14,405.09,472.6,208,11,915.47,High
CUST026978,58,Very High,166666.54,Web,5,20,624.65,1041.08,9,15,552.91,High
CUST026979,49,Very High,154026.55,App,16,21,580.49,1015.86,13,15,1499.16,High
CUST026980,43,Low,22532.39,App,7,8,94.2,62.8,329,4,22.25,Low
CUST026981,28,High,84010.45,Web,30,9,301.04,225.78,6,11,443.13,High
CUST026982,69,High,66324.97,Web,14,5,249.51,103.96,67,6,94.19,Low
CUST026983,42,High,98855.58,App,41,12,486.87,486.87,22,14,1461.32,High
CUST026984,48,Medium,56230.34,App,34,13,174.42,188.95,175,8,375.53,Medium
CUST026985,38,Medium,54334.22,App,5,6,362.33,181.16,365,5,65.55,Low
CUST026986,62,Medium,45553.9,App,26,9,235.02,176.27,62,9,270.8,Medium
CUST026987,68,High,102892.35,Web,1,14,462.81,539.94,106,12,47.08,Low
CUST026988,20,High,89598.09,Web,45,8,346.48,230.99,84,9,612.71,High
CUST026989,29,Low,23844.72,App,11,5,174.5,72.71,81,5,43.42,Low
CUST026990,68,Medium,69021.88,Branch,16,10,343.98,286.65,177,8,284.74,Medium
CUST026991,57,Low,24992.57,Web,1,2,164.91,27.49,341,3,10.0,Low
CUST026992,63,Low,27084.85,App,67,8,141.39,94.26,1,9,253.76,Medium
CUST026993,58,Medium,56657.39,Branch,4,8,197.56,131.7,212,5,33.97,Low
CUST026994,42,High,98962.35,App,15,13,431.61,467.58,121,11,598.33,High
CUST026995,34,Very High,185563.71,Web,49,29,836.41,2021.32,130,12,9662.21,High
CUST026996,55,Medium,59759.96,App,3,7,197.02,114.93,101,6,24.15,Low
CUST026997,53,High,104077.78,Web,120,16,432.46,576.61,94,12,3517.87,High
CUST026998,53,Medium,75719.92,Branch,21,6,358.82,179.41,58,7,270.9,Medium
CUST026999,36,High,100505.14,Branch,58,12,463.42,463.42,183,10,1791.25,High
CUST027000,61,High,85132.22,App,74,12,325.18,325.18,33,12,1264.5,High
CUST027001,19,Medium,58714.73,App,9,9,264.4,198.3,35,10,113.26,Medium
CUST027002,34,Medium,54767.91,Branch,62,6,148.51,74.25,26,6,233.69,Medium
CUST027003,47,Low,25250.32,Web,77,5,100.55,41.9,116,4,132.06,Medium
CUST027004,64,Low,21635.93,App,120,2,160.03,26.67,263,3,101.38,Low
CUST027005,27,Very High,183205.57,App,23,21,641.0,1121.75,111,12,2605.84,High
CUST027006,52,Low,25076.77,Web,2,9,117.73,88.3,72,8,10.0,Low
CUST027007,69,Low,21063.6,App,17,6,161.53,80.77,51,6,74.42,Low
CUST027008,53,Low,26531.29,Branch,8,9,229.48,172.11,81,9,79.33,Low
CUST027009,50,High,115047.78,Web,17,7,421.44,245.84,36,10,305.02,Medium
CUST027010,18,Low,26773.67,Branch,20,10,98.12,81.76,100,7,84.3,Low
CUST027011,35,Low,24992.08,Web,11,4,190.47,63.49,59,5,37.95,Low
CUST027012,21,Very High,143072.47,App,23,9,534.8,401.1,48,12,869.43,High
CUST027013,64,High,96439.13,Web,52,12,342.78,342.78,201,9,1208.95,High
CUST027014,44,Medium,44310.04,App,11,11,201.6,184.8,74,10,126.0,Medium
CUST027015,42,Low,33451.92,Branch,10,8,131.06,87.37,6,9,49.42,Low
CUST027016,45,High,92573.17,Branch,120,21,200.84,351.47,70,12,2065.46,High
CUST027017,39,High,103938.77,Web,66,7,337.01,196.59,255,6,855.52,High
CUST027018,59,Very High,182672.92,Web,12,19,662.39,1048.78,124,12,1446.98,High
CUST027019,42,Low,28024.89,App,114,4,164.74,54.91,310,3,221.91,Medium
CUST027020,34,Medium,72145.27,App,3,13,330.17,357.68,26,12,83.07,Low
CUST027021,61,Medium,47482.72,Web,67,7,147.29,85.92,277,5,252.57,Medium
CUST027022,69,Low,23036.56,Web,27,12,128.69,128.69,254,7,157.43,Medium
CUST027023,29,High,130285.61,Branch,23,17,451.1,639.05,30,14,1222.78,High
CUST027024,33,High,107855.57,Branch,19,15,449.88,562.35,172,11,931.94,High
CUST027025,54,Very High,150113.63,App,31,20,573.86,956.44,35,14,2579.31,High
CUST027026,33,Low,16947.74,App,16,5,46.97,19.57,9,7,14.69,Low
CUST027027,34,Low,23938.55,App,60,5,173.11,72.13,4,7,172.23,Medium
CUST027028,48,High,101658.29,Web,9,13,407.43,441.39,180,10,317.84,Medium
CUST027029,32,Medium,53841.04,Branch,6,7,311.97,181.98,70,8,71.94,Low
CUST027030,30,Medium,57936.89,App,4,6,261.92,130.96,7,8,35.42,Low
CUST027031,57,Medium,50164.01,Branch,24,12,223.63,223.63,216,8,332.13,Medium
CUST027032,44,Medium,47130.15,Web,20,14,187.93,219.25,267,9,277.2,Medium
CUST027033,38,Low,25687.22,Web,19,6,177.23,88.61,82,6,92.48,Low
CUST027034,19,Medium,62179.23,App,8,8,272.26,181.5,69,8,99.07,Low
CUST027035,25,Low,27520.79,Branch,11,12,169.56,169.56,5,12,98.3,Low
CUST027036,59,Very High,149631.53,Web,9,18,455.14,682.71,257,11,614.53,High
CUST027037,24,High,114880.02,App,70,10,445.92,371.6,13,12,1630.1,High
CUST027038,27,High,102630.6,Web,39,12,337.56,337.56,79,11,975.48,High
CUST027039,21,Very High,128901.91,Web,18,13,416.01,450.68,241,10,694.56,High
CUST027040,60,Low,18209.36,App,37,5,183.12,76.3,89,5,112.3,Medium
CUST027041,58,Low,23260.46,Web,40,6,52.36,26.18,267,3,48.06,Low
CUST027042,53,High,83489.1,App,98,9,356.53,267.4,176,8,1296.21,High
CUST027043,52,High,77177.66,Web,1,12,319.4,319.4,23,12,24.33,Low
CUST027044,60,Low,21864.8,Web,9,4,170.38,56.79,47,6,26.25,Low
CUST027045,20,Very High,155380.07,App,18,15,590.85,738.57,14,15,1302.37,High
CUST027046,35,Medium,39877.61,Branch,20,10,185.51,154.6,365,7,181.75,Medium
CUST027047,68,Medium,49256.32,Web,9,8,282.2,188.13,365,6,106.79,Medium
CUST027048,63,High,98796.73,Web,31,14,407.71,475.67,12,15,1030.58,High
CUST027049,60,Low,24888.95,Web,26,6,141.31,70.65,304,3,100.28,Low
CUST027050,41,Medium,54816.59,App,61,7,237.43,138.5,113,6,439.61,High
CUST027051,49,Medium,58702.25,App,42,9,257.64,193.23,193,7,451.18,High
CUST027052,51,Low,26067.13,App,106,5,134.62,56.09,183,3,215.89,Medium
CUST027053,19,Medium,55282.05,Web,16,9,232.7,174.52,45,10,188.14,Medium
CUST027054,19,Low,30473.34,Web,67,7,101.29,59.09,67,6,171.15,Medium
CUST027055,27,Medium,57203.76,App,14,6,191.06,95.53,103,5,87.0,Low
CUST027056,40,Medium,51628.65,App,20,9,264.97,198.73,39,10,232.99,Medium
CUST027057,32,Medium,54332.74,Web,72,4,263.65,87.88,80,6,272.05,Medium
CUST027058,29,Low,23182.25,Web,9,6,105.4,52.7,111,4,25.63,Low
CUST027059,60,Low,27059.78,App,16,7,139.81,81.56,193,5,68.38,Low
CUST027060,34,Low,23558.76,App,6,12,154.61,154.61,50,11,50.68,Low
CUST027061,35,Low,26936.98,App,18,5,161.54,67.31,76,5,60.3,Low
CUST027062,31,Low,25615.76,Branch,15,8,87.87,58.58,66,6,43.1,Low
CUST027063,34,Low,26931.07,Web,39,5,253.99,105.83,187,4,187.4,Medium
CUST027064,32,Low,27704.14,Web,55,6,160.33,80.17,25,7,202.76,Medium
CUST027065,29,Medium,43361.91,Web,23,4,259.88,86.63,115,5,115.71,Medium
CUST027066,33,Low,20636.13,App,89,6,180.19,90.09,96,5,278.79,Medium
CUST027067,49,Low,26362.01,App,57,5,207.37,86.4,2,8,188.3,Medium
CUST027068,40,Medium,57271.65,Web,1,8,266.47,177.65,74,8,10.31,Low
CUST027069,55,Low,24029.14,Web,1,8,168.34,112.23,12,9,10.0,Low
CUST027070,51,Low,22884.68,App,55,3,21.72,5.43,74,5,12.79,Low
CUST027071,51,High,114383.48,App,22,7,457.58,266.92,125,8,448.02,High
CUST027072,33,Medium,44216.4,App,34,5,270.77,112.82,34,7,199.65,Medium
CUST027073,51,Low,24154.98,Web,76,4,148.82,49.61,365,3,149.28,Medium
CUST027074,57,Low,36740.68,App,8,6,175.67,87.84,201,4,42.64,Low
CUST027075,24,Very High,163043.12,Web,5,19,563.1,891.57,51,13,459.65,High
CUST027076,50,Low,25645.02,App,120,4,139.69,46.56,121,4,173.4,Medium
CUST027077,21,Very High,166939.07,App,8,14,599.57,699.5,63,13,560.75,High
CUST027078,60,Low,15303.4,App,48,8,192.58,128.38,8,9,255.01,Medium
CUST027079,69,High,98720.11,App,18,17,287.73,407.62,108,12,539.25,High
CUST027080,24,Medium,48513.36,Web,33,4,211.36,70.45,316,3,134.33,Medium
CUST027081,35,Medium,50289.16,Branch,64,9,316.2,237.15,34,11,760.51,High
CUST027082,21,Low,20382.06,App,92,2,188.92,31.49,150,4,104.21,Low
CUST027083,66,High,77590.46,App,16,7,295.94,172.63,21,10,211.56,Medium
CUST027084,28,Medium,70945.57,App,5,8,365.27,243.51,65,9,93.85,Low
CUST027085,60,High,111348.2,App,74,13,407.63,441.6,6,14,2035.67,High
CUST027086,37,Medium,69143.46,Branch,3,7,276.78,161.46,48,9,36.59,Low
CUST027087,28,Low,25700.75,Web,17,10,116.26,96.88,76,8,86.18,Low
CUST027088,32,High,85082.24,App,11,16,283.23,377.63,58,12,321.89,Medium
CUST027089,63,Low,17327.18,Branch,44,3,64.71,16.18,39,6,28.56,Low
CUST027090,34,Low,20282.36,App,1,7,180.29,105.17,22,9,10.0,Low
CUST027091,51,High,109686.64,App,51,11,473.88,434.39,9,14,1487.36,High
CUST027092,67,Low,21853.28,Branch,16,5,171.84,71.6,22,7,54.88,Low
CUST027093,65,Very High,144867.6,App,21,19,646.48,1023.59,5,15,2022.13,High
CUST027094,29,Low,23565.2,Branch,24,7,75.5,44.04,38,7,54.53,Low
CUST027095,59,High,97869.52,App,22,12,431.09,431.09,29,13,687.48,High
CUST027096,45,Medium,52564.55,Branch,45,12,191.82,191.82,122,9,466.56,High
CUST027097,65,High,83401.8,Branch,27,11,316.88,290.48,78,11,542.47,High
CUST027098,52,Medium,45087.87,Branch,32,6,318.79,159.4,87,7,309.84,Medium
CUST027099,25,Medium,54239.51,Web,40,8,207.69,138.46,1,9,318.71,Medium
CUST027100,44,Very High,169255.16,App,8,16,562.34,749.79,53,13,654.46,High
CUST027101,39,High,83402.56,App,63,9,313.27,234.96,26,11,888.31,High
CUST027102,41,Medium,48379.18,Web,110,5,161.74,67.39,8,7,287.57,Medium
CUST027103,19,Low,29184.65,Web,118,8,175.84,117.23,27,8,460.76,High
CUST027104,48,High,87727.16,App,55,9,264.15,198.11,77,9,697.56,High
CUST027105,39,Medium,56847.23,Web,2,12,270.76,270.76,239,9,38.69,Low
CUST027106,18,Low,24604.3,App,17,3,160.03,40.01,89,5,32.01,Low
CUST027107,31,Low,20210.07,Branch,3,4,160.85,53.62,63,5,10.0,Low
CUST027108,42,Medium,51755.97,Branch,33,7,254.69,148.57,99,7,295.14,Medium
CUST027109,53,Medium,53860.67,App,10,6,152.37,76.19,101,4,51.08,Low
CUST027110,53,Medium,44840.61,Web,2,11,149.05,136.63,47,10,17.47,Low
CUST027111,58,Medium,54707.34,Branch,25,9,208.26,156.19,146,8,233.98,Medium
CUST027112,20,Low,28340.52,Web,10,6,205.15,102.57,240,4,48.91,Low
CUST027113,22,Low,27652.23,Web,69,3,193.87,48.47,57,5,151.05,Medium
CUST027114,18,Medium,43613.78,App,28,1,171.16,14.26,5,7,22.17,Low
CUST027115,36,Low,25572.18,App,19,6,143.93,71.96,111,4,62.89,Low
CUST027116,50,Medium,51859.57,Branch,27,4,226.93,75.64,49,6,124.09,Medium
CUST027117,59,Low,22337.84,Branch,89,3,171.81,42.95,38,6,135.81,Medium
CUST027118,47,Low,27755.5,Web,1,3,207.99,52.0,17,7,10.0,Low
CUST027119,29,Low,25780.67,Web,22,5,145.02,60.42,100,4,69.78,Low
CUST027120,27,Low,24452.5,Branch,36,6,193.26,96.63,289,4,172.89,Medium
CUST027121,51,Low,20619.69,Branch,4,2,135.0,22.5,84,5,10.0,Low
CUST027122,33,Medium,53757.34,App,16,6,210.0,105.0,68,6,99.27,Low
CUST027123,57,Low,24621.94,App,6,12,63.25,63.25,57,8,19.46,Low
CUST027124,63,High,82440.35,Web,120,15,325.82,407.27,91,12,2226.86,High
CUST027125,46,Medium,61061.49,Web,67,9,302.45,226.84,45,10,721.33,High
CUST027126,32,Medium,51171.17,App,6,15,215.51,269.39,360,10,110.28,Medium
CUST027127,65,Low,31190.54,Branch,30,6,201.2,100.6,40,7,157.72,Medium
CUST027128,28,High,97597.27,App,9,11,388.31,355.95,71,11,280.49,Medium
CUST027129,61,High,99772.24,App,3,10,326.16,271.8,121,9,72.2,Low
CUST027130,51,Low,31295.83,App,3,6,243.89,121.94,18,8,20.12,Low
CUST027131,53,High,116580.29,Web,32,10,492.86,410.72,11,13,1138.27,High
CUST027132,47,Low,22954.94,App,21,7,100.82,58.81,52,6,65.65,Low
CUST027133,52,Medium,58761.49,Web,46,5,275.99,115.0,88,6,304.18,Medium
CUST027134,26,High,100651.44,Web,51,11,424.05,388.71,99,10,1390.19,High
CUST027135,35,Very High,171630.01,Web,38,21,629.41,1101.47,118,12,3754.18,High
CUST027136,36,Low,26708.42,Branch,9,9,153.77,115.33,153,7,52.76,Low
CUST027137,56,Very High,166042.5,App,46,22,606.99,1112.81,6,15,4893.43,High
CUST027138,21,Low,25865.74,App,12,7,205.98,120.16,40,8,74.22,Low
CUST027139,23,Very High,200066.19,Branch,22,25,731.84,1524.66,38,14,3652.19,High
CUST027140,68,High,81327.53,Branch,17,10,266.23,221.86,127,8,276.87,Medium
CUST027141,50,Very High,147391.78,App,3,14,588.12,686.13,147,12,217.11,Medium
CUST027142,49,Medium,55476.34,Branch,33,5,296.62,123.59,18,8,249.58,Medium
CUST027143,33,Very High,185032.79,App,11,20,678.98,1131.64,7,15,1536.92,High
CUST027144,28,High,98000.54,Web,55,10,442.85,369.04,127,9,1268.7,High
CUST027145,39,Medium,60875.13,App,7,13,322.78,349.67,85,11,171.33,Medium
CUST027146,53,Medium,61930.39,Web,81,9,267.46,200.59,19,11,812.63,High
CUST027147,67,Medium,56497.56,Branch,106,8,231.44,154.29,11,10,644.53,High
CUST027148,40,Medium,44787.75,App,17,3,210.35,52.59,201,3,53.57,Low
CUST027149,43,Low,19751.9,Branch,104,7,108.19,63.11,160,4,218.43,Medium
CUST027150,48,Medium,49274.38,App,63,2,281.39,46.9,18,7,135.91,Medium
CUST027151,46,Low,24337.48,Branch,80,7,208.73,121.76,31,8,378.52,Medium
CUST027152,22,Medium,63711.73,Branch,26,10,308.06,256.71,85,10,398.71,High
CUST027153,55,High,100038.62,App,16,11,442.95,406.04,49,13,546.13,High
CUST027154,42,Medium,51112.75,Web,2,8,244.05,162.7,248,6,22.29,Low
CUST027155,51,Medium,55868.07,App,28,7,245.59,143.26,19,10,224.64,Medium
CUST027156,29,Low,20411.25,Web,14,4,10.0,3.33,17,7,10.0,Low
CUST027157,39,Medium,62493.23,Web,26,7,258.29,150.67,307,6,249.93,Medium
CUST027158,26,Low,26339.26,App,12,5,212.92,88.72,239,4,59.18,Low
CUST027159,37,Low,22691.86,App,44,5,146.06,60.86,121,4,117.71,Medium
CUST027160,46,High,95405.19,App,39,13,333.82,361.63,16,13,874.39,High
CUST027161,61,Low,20364.41,App,3,7,273.63,159.62,208,6,28.02,Low
CUST027162,46,Low,29450.4,Web,60,4,137.88,45.96,3,7,114.94,Medium
CUST027163,62,High,82361.3,App,20,10,303.15,252.62,71,10,337.24,Medium
CUST027164,44,Low,23265.89,Web,35,12,140.47,140.47,68,10,230.31,Medium
CUST027165,34,Low,31315.15,Web,27,6,128.86,64.43,232,3,78.93,Low
CUST027166,22,Medium,42762.0,App,28,2,137.42,22.9,61,5,35.4,Low
CUST027167,69,Medium,55067.54,Web,90,3,329.16,82.29,8,8,331.01,Medium
CUST027168,62,Low,24761.69,App,23,5,133.74,55.73,125,4,72.04,Low
CUST027169,30,Medium,62133.58,App,60,6,295.49,147.74,184,5,474.02,High
CUST027170,59,High,90560.52,App,7,10,370.76,308.97,19,12,164.44,Medium
CUST027171,32,Medium,46789.03,App,76,5,245.84,102.43,68,6,331.5,Medium
CUST027172,32,High,103674.08,Web,11,12,362.12,362.12,62,11,323.92,Medium
CUST027173,35,Very High,174623.99,App,100,17,666.85,944.71,11,15,6831.5,High
CUST027174,67,Medium,62094.07,App,13,11,212.17,194.49,99,9,175.73,Medium
CUST027175,19,Very High,140910.33,Branch,67,24,516.69,1033.38,32,14,5010.68,High
CUST027176,40,Medium,54727.14,Web,5,7,239.9,139.94,74,7,51.29,Low
CUST027177,60,Medium,57224.29,Web,7,8,311.3,207.54,43,9,101.62,Low
CUST027178,30,High,81022.11,Web,2,10,365.97,304.97,110,9,49.68,Low
CUST027179,60,Very High,178245.77,Web,9,11,653.69,599.21,100,11,568.24,High
CUST027180,21,Very High,121295.27,Web,9,14,493.92,576.24,57,13,486.08,High
CUST027181,64,High,98449.89,Branch,4,9,453.93,340.45,34,11,127.56,Medium
CUST027182,42,Medium,51725.13,App,31,6,158.23,79.12,30,7,140.05,Medium
CUST027183,28,Low,24708.31,App,51,8,189.69,126.46,23,8,299.44,Medium
CUST027184,67,Medium,60093.42,App,14,10,372.13,310.11,160,8,266.55,Medium
CUST027185,65,High,92903.74,App,5,10,401.33,334.44,92,9,132.86,Medium
CUST027186,59,Low,27124.21,App,19,13,158.21,171.4,77,10,160.59,Medium
CUST027187,29,Low,27471.2,App,8,7,194.72,113.58,18,9,47.9,Low
CUST027188,30,Medium,55273.86,Web,15,7,260.37,151.88,74,8,141.4,Medium
CUST027189,26,High,61990.51,Branch,10,11,256.0,234.66,147,10,155.36,Medium
CUST027190,62,Medium,60840.79,Web,19,8,249.09,166.06,4,10,202.53,Medium
CUST027191,55,Medium,57127.66,Web,10,5,243.32,101.38,94,5,69.25,Low
CUST027192,23,Very High,132151.78,App,11,11,544.19,498.84,45,13,542.82,High
CUST027193,60,Medium,49830.14,Web,1,3,227.88,56.97,36,6,10.0,Low
CUST027194,68,High,79616.06,Web,55,15,351.77,439.71,141,12,1448.85,High
CUST027195,60,High,87374.89,Web,10,12,396.86,396.86,53,11,310.73,Medium
CUST027196,27,High,100294.81,Web,37,11,463.12,424.53,131,11,1086.1,High
CUST027197,40,High,87250.68,App,15,9,294.87,221.16,5,11,239.19,Medium
CUST027198,32,Very High,186162.81,Branch,9,20,674.74,1124.57,19,15,1248.84,High
CUST027199,62,Medium,65918.16,Web,32,5,339.79,141.58,4,9,264.24,Medium
CUST027200,40,Low,20314.16,Branch,6,4,224.8,74.93,95,4,21.22,Low
CUST027201,57,High,82973.58,Web,83,9,407.07,305.31,316,8,1359.09,High
CUST027202,54,High,69941.42,Web,10,9,260.71,195.53,103,8,138.17,Medium
CUST027203,51,Low,19845.97,App,2,6,109.29,54.64,46,6,10.0,Low
CUST027204,33,Medium,45737.17,App,42,13,252.17,273.18,25,12,608.32,High
CUST027205,62,High,91527.72,Web,5,10,223.58,186.31,38,10,74.81,Low
CUST027206,68,High,94842.37,App,49,16,422.57,563.42,124,12,2005.1,High
CUST027207,58,High,108171.87,Web,3,18,395.73,593.59,64,13,159.42,Medium
CUST027208,64,Medium,45555.19,App,41,8,239.14,159.43,286,6,347.05,Medium
CUST027209,49,Medium,48249.75,App,9,10,185.7,154.75,82,9,85.0,Low
CUST027210,55,High,84209.96,Branch,44,7,374.23,218.3,224,6,613.44,High
CUST027211,57,Medium,68596.02,Web,13,15,266.55,333.19,250,10,300.69,Medium
CUST027212,63,Medium,56095.02,App,110,6,189.05,94.52,33,7,454.83,High
CUST027213,22,High,88705.71,App,16,11,410.13,375.95,122,10,419.83,High
CUST027214,34,Low,22244.84,App,32,4,115.09,38.36,31,6,61.96,Low
CUST027215,39,Medium,61109.09,Web,3,8,293.57,195.71,23,9,42.86,Low
CUST027216,56,Medium,63603.26,App,20,8,335.74,223.82,103,7,301.1,Medium
CUST027217,58,Low,23284.25,App,50,10,161.07,134.22,43,9,294.95,Medium
CUST027218,65,High,118821.93,Web,87,14,515.22,601.09,37,14,3068.28,High
CUST027219,35,Medium,60192.64,App,13,8,196.12,130.74,83,7,105.29,Low
CUST027220,45,Very High,180527.88,Web,20,14,694.07,809.74,6,15,1741.81,High
CUST027221,30,Medium,66845.89,Web,4,9,264.72,198.54,115,8,53.61,Low
CUST027222,67,Low,27454.42,App,14,4,102.16,34.05,208,3,25.33,Low
CUST027223,59,Medium,44259.83,App,26,9,191.58,143.69,283,7,199.41,Medium
CUST027224,18,Low,24314.91,App,24,9,135.5,101.62,69,8,112.63,Medium
CUST027225,67,Very High,167617.45,App,32,15,634.69,793.36,20,15,2634.88,High
CUST027226,36,Medium,62231.8,App,59,8,359.21,239.47,68,9,783.44,High
CUST027227,51,Medium,58163.21,Branch,20,12,256.79,256.79,231,9,304.76,Medium
CUST027228,21,Medium,52940.58,Web,88,9,286.97,215.23,97,8,833.92,High
CUST027229,60,Medium,54019.2,App,38,11,278.96,255.71,22,13,622.03,High
CUST027230,20,Low,27499.88,App,15,4,171.62,57.21,41,6,47.5,Low
CUST027231,58,Medium,64235.28,Branch,1,9,314.61,235.96,41,11,16.64,Low
CUST027232,27,High,99924.86,App,15,9,372.99,279.74,108,9,328.37,Medium
CUST027233,45,Medium,48882.32,Branch,6,9,185.18,138.88,34,9,51.07,Low
CUST027234,51,Medium,69300.17,Branch,5,9,242.97,182.23,98,8,67.0,Low
CUST027235,56,High,92863.94,App,14,17,359.78,509.69,84,13,644.75,High
CUST027236,64,Medium,50288.91,Branch,18,10,285.74,238.11,187,8,253.86,Medium
CUST027237,36,Medium,45199.23,App,48,4,186.29,62.1,207,3,158.81,Medium
CUST027238,59,Low,25990.1,Branch,43,9,140.23,105.17,91,7,200.64,Medium
CUST027239,69,Medium,71224.12,App,20,13,183.68,198.99,141,9,265.11,Medium
CUST027240,63,Low,25167.1,Web,66,4,164.18,54.73,195,3,138.06,Medium
CUST027241,53,Medium,59904.47,App,81,7,265.93,155.12,118,7,554.18,High
CUST027242,60,High,112585.94,App,30,9,442.6,331.95,55,10,773.19,High
CUST027243,20,Low,25088.32,Web,32,7,150.36,87.71,365,5,126.06,Medium
CUST027244,40,High,84845.04,Web,37,13,338.53,366.74,164,9,878.91,High
CUST027245,34,Medium,42552.15,App,9,6,192.92,96.46,43,7,52.87,Low
CUST027246,24,Low,23550.78,Web,25,4,186.65,62.22,117,4,72.64,Low
CUST027247,43,Very High,163999.87,Branch,56,17,588.16,833.23,9,15,4020.93,High
CUST027248,60,Low,29394.91,Web,48,10,266.79,222.33,28,10,453.7,High
CUST027249,35,Medium,58512.28,App,25,8,240.22,160.15,62,8,253.02,Medium
CUST027250,63,Medium,56809.59,Web,26,12,285.45,285.45,98,10,404.75,High
CUST027251,63,Very High,168581.97,App,37,15,673.6,842.0,49,14,3047.86,High
CUST027252,23,Medium,51583.34,App,2,8,298.42,198.95,23,9,27.55,Low
CUST027253,48,Very High,111177.23,Web,94,10,461.82,384.85,7,12,2129.51,High
CUST027254,46,Medium,64445.1,App,49,9,358.43,268.83,300,8,693.78,High
CUST027255,26,Low,30035.57,App,9,4,196.52,65.51,1,7,30.87,Low
CUST027256,52,Medium,58595.46,App,15,8,355.25,236.84,51,9,232.4,Medium
CUST027257,34,Low,30947.72,Web,17,7,183.65,107.13,34,8,103.47,Low
CUST027258,29,Low,29786.46,Web,23,7,129.94,75.8,365,4,99.79,Low
CUST027259,53,Low,24230.13,Branch,71,6,151.9,75.95,127,4,216.47,Medium
CUST027260,69,Low,20213.84,App,8,4,153.02,51.01,132,4,20.91,Low
CUST027261,65,Low,26595.24,Branch,16,6,137.02,68.51,21,7,60.13,Low
CUST027262,41,Medium,51345.39,App,21,7,263.88,153.93,39,9,189.1,Medium
CUST027263,27,Low,30267.64,Web,19,7,170.46,99.43,7,9,105.57,Medium
CUST027264,47,Low,24309.17,Web,15,6,145.24,72.62,148,4,56.8,Low
CUST027265,46,Low,28474.77,App,19,7,186.04,108.52,72,7,106.65,Medium
CUST027266,56,Very High,136886.63,Web,44,19,403.87,639.46,90,13,2511.98,High
CUST027267,27,Medium,30229.58,Web,31,7,173.54,101.23,17,9,161.41,Medium
CUST027268,56,Medium,45911.05,App,49,7,138.82,80.98,58,7,215.02,Medium
CUST027269,45,Medium,48484.47,Branch,1,6,264.49,132.25,39,7,10.0,Low
CUST027270,35,Medium,65572.41,Web,21,15,342.23,427.79,81,13,606.07,High
CUST027271,58,Low,25565.02,App,2,6,80.67,40.33,210,3,10.0,Low
CUST027272,67,Medium,40699.97,Web,21,10,183.95,153.29,16,11,172.89,Medium
CUST027273,34,High,90056.13,Branch,31,13,350.28,379.47,28,12,786.97,High
CUST027274,28,Medium,56043.71,App,7,8,209.92,139.95,54,7,66.54,Low
